900.000000 0.600000 0.133742 -1.378337 0.000000
1800.000000 0.600000 0.133742 -1.378337 0.000000
2700.000000 0.600000 0.133742 -1.378337 0.000000
3600.000000 0.600000 0.133742 -1.378337 0.000000
4500.000000 0.600000 0.133742 -1.378337 0.000000
5400.000000 0.600000 0.133742 -1.378337 0.000000
6300.000000 0.600000 0.133742 -1.378337 0.000000
7200.000000 0.600000 0.133742 -1.378337 0.000000
8100.000000 0.600000 0.133742 -1.378337 0.000000
9000.000000 0.600000 0.133742 -1.378337 0.000000
9900.000000 0.600000 0.133742 -1.378337 0.000000
10800.000000 0.600000 0.133742 -1.378337 0.000000
11700.000000 0.600000 0.133742 -1.378337 0.000000
12600.000000 0.600000 0.133742 -1.378337 0.000000
13500.000000 0.600000 0.133742 -1.378337 0.000000
14400.000000 0.600000 0.133742 -1.378337 0.000000
15300.000000 0.600000 0.133742 -1.378337 0.000000
16200.000000 0.600000 0.133742 -1.378337 0.000000
17100.000000 0.600000 0.149953 -1.307042 0.000000
18000.000000 0.600000 0.166164 -1.243075 0.000000
18900.000000 0.600000 0.178322 -1.198810 0.000000
19800.000000 0.600000 0.231008 -1.030614 0.000000
20700.000000 0.600000 0.308011 -0.809049 0.000000
21600.000000 0.600000 0.324222 -0.759346 0.000000
22500.000000 0.600000 0.320169 -0.772060 0.000000
23400.000000 0.600000 0.316116 -0.784566 0.000000
24300.000000 0.600000 0.312064 -0.796887 0.000000
25200.000000 0.600000 0.312064 -0.796887 0.000000
26100.000000 0.600000 0.308011 -0.809049 0.000000
27000.000000 0.600000 0.303958 -0.821071 0.000000
27900.000000 0.600000 0.299905 -0.832973 0.000000
28800.000000 0.600000 0.295853 -0.844773 0.000000
29700.000000 0.600000 0.295853 -0.844773 0.000000
30600.000000 0.600000 0.291800 -0.856487 0.000000
31500.000000 0.600000 0.287747 -0.868130 0.000000
32400.000000 0.600000 0.283694 -0.879717 0.000000
33300.000000 0.600000 0.283694 -0.879717 0.000000
34200.000000 0.600000 0.279641 -0.891260 0.000000
35100.000000 0.600000 0.279641 -0.891260 0.000000
36000.000000 0.600000 0.275589 -0.902772 0.000000
36900.000000 0.600000 0.271536 -0.914266 0.000000
37800.000000 0.600000 0.267483 -0.925753 0.000000
38700.000000 0.600000 0.263430 -0.937245 0.000000
39600.000000 0.600000 0.259378 -0.948752 0.000000
40500.000000 0.600000 0.259378 -0.948752 0.000000
41400.000000 0.600000 0.255325 -0.960285 0.000000
42300.000000 0.600000 0.251272 -0.971854 0.000000
43200.000000 0.600000 0.247219 -0.983471 0.000000
44100.000000 0.600000 0.243167 -0.995145 0.000000
45000.000000 0.600000 0.243167 -0.995145 0.000000
45900.000000 0.600000 0.239114 -1.006886 0.000000
46800.000000 0.600000 0.235061 -1.018706 0.000000
47700.000000 0.600000 0.235061 -1.018706 0.000000
48600.000000 0.600000 0.231008 -1.030614 0.000000
49500.000000 0.600000 0.226956 -1.042621 0.000000
50400.000000 0.600000 0.226956 -1.042621 0.000000
51300.000000 0.600000 0.222903 -1.054739 0.000000
52200.000000 0.600000 0.222903 -1.054739 0.000000
53100.000000 0.600000 0.218850 -1.066978 0.000000
54000.000000 0.600000 0.218850 -1.066978 0.000000
54900.000000 0.600000 0.214797 -1.079350 0.000000
55800.000000 0.600000 0.214797 -1.079350 0.000000
56700.000000 0.600000 0.210745 -1.091867 0.000000
57600.000000 0.600000 0.210745 -1.091867 0.000000
58500.000000 0.600000 0.210745 -1.091867 0.000000
59400.000000 0.600000 0.206692 -1.104541 0.000000
60300.000000 0.600000 0.206692 -1.104541 0.000000
61200.000000 0.600000 0.202639 -1.117385 0.000000
62100.000000 0.600000 0.202639 -1.117385 0.000000
63000.000000 0.600000 0.202639 -1.117385 0.000000
63900.000000 0.600000 0.198586 -1.130411 0.000000
64800.000000 0.600000 0.198586 -1.130411 0.000000
65700.000000 0.600000 0.198586 -1.130411 0.000000
66600.000000 0.600000 0.194533 -1.143635 0.000000
67500.000000 0.600000 0.194533 -1.143635 0.000000
68400.000000 0.600000 0.194533 -1.143635 0.000000
69300.000000 0.600000 0.190481 -1.157071 0.000000
70200.000000 0.600000 0.190481 -1.157071 0.000000
71100.000000 0.600000 0.190481 -1.157071 0.000000
72000.000000 0.600000 0.190481 -1.157071 0.000000
72900.000000 0.600000 0.186428 -1.170734 0.000000
73800.000000 0.600000 0.186428 -1.170734 0.000000
74700.000000 0.600000 0.186428 -1.170734 0.000000
75600.000000 0.600000 0.186428 -1.170734 0.000000
76500.000000 0.600000 0.182375 -1.184641 0.000000
77400.000000 0.600000 0.182375 -1.184641 0.000000
78300.000000 0.600000 0.182375 -1.184641 0.000000
79200.000000 0.600000 0.182375 -1.184641 0.000000
80100.000000 0.600000 0.178322 -1.198810 0.000000
81000.000000 0.600000 0.178322 -1.198810 0.000000
81900.000000 0.600000 0.178322 -1.198810 0.000000
82800.000000 0.600000 0.178322 -1.198810 0.000000
83700.000000 0.600000 0.174270 -1.213258 0.000000
84600.000000 0.600000 0.174270 -1.213258 0.000000
85500.000000 0.600000 0.174270 -1.213258 0.000000
86400.000000 0.600000 0.174270 -1.213258 0.000000
