900.000000,0.600000,0.212575,-1.426687,0.000000
1800.000000,0.600000,0.212575,-1.426687,0.000000
2700.000000,0.600000,0.212575,-1.426687,0.000000
3600.000000,0.600000,0.212575,-1.426687,0.000000
4500.000000,0.600000,0.212575,-1.426687,0.000000
5400.000000,0.600000,0.212575,-1.426687,0.000000
6300.000000,0.600000,0.212575,-1.426687,0.000000
7200.000000,0.600000,0.212575,-1.426687,0.000000
8100.000000,0.600000,0.212575,-1.426687,0.000000
9000.000000,0.600000,0.212575,-1.426687,0.000000
9900.000000,0.600000,0.212575,-1.426687,0.000000
10800.000000,0.600000,0.212575,-1.426687,0.000000
11700.000000,0.600000,0.212575,-1.426687,0.000000
12600.000000,0.600000,0.212575,-1.426687,0.000000
13500.000000,0.600000,0.212575,-1.426687,0.000000
14400.000000,0.600000,0.212575,-1.426687,0.000000
15300.000000,0.600000,0.212575,-1.426687,0.001674
16200.000000,0.600000,0.212575,-1.426687,0.013919
17100.000000,0.600000,0.212575,-1.426687,0.028898
18000.000000,0.600000,0.212575,-1.426687,0.043828
18900.000000,0.600000,0.212575,-1.426687,0.058719
19800.000000,0.600000,0.212575,-1.426687,0.073582
20700.000000,0.600000,0.212575,-1.426687,0.088421
21600.000000,0.600000,0.212575,-1.426687,0.103241
22500.000000,0.600000,0.212575,-1.426687,0.100139
23400.000000,0.600000,0.212575,-1.426687,0.097173
24300.000000,0.600000,0.212575,-1.426687,0.094322
25200.000000,0.600000,0.212575,-1.426687,0.091568
26100.000000,0.600000,0.212575,-1.426687,0.088898
27000.000000,0.600000,0.212575,-1.426687,0.086302
27900.000000,0.600000,0.212575,-1.426687,0.083772
28800.000000,0.600000,0.212575,-1.426687,0.081300
29700.000000,0.600000,0.212575,-1.426687,0.078882
30600.000000,0.600000,0.212575,-1.426687,0.076511
31500.000000,0.600000,0.212575,-1.426687,0.074184
32400.000000,0.600000,0.212575,-1.426687,0.071897
33300.000000,0.600000,0.212575,-1.426687,0.069647
34200.000000,0.600000,0.212575,-1.426687,0.067431
35100.000000,0.600000,0.212575,-1.426687,0.065246
36000.000000,0.600000,0.212575,-1.426687,0.063092
36900.000000,0.600000,0.212575,-1.426687,0.060965
37800.000000,0.600000,0.212575,-1.426687,0.058864
38700.000000,0.600000,0.212575,-1.426687,0.056787
39600.000000,0.600000,0.212575,-1.426687,0.054733
40500.000000,0.600000,0.212575,-1.426687,0.052701
41400.000000,0.600000,0.212575,-1.426687,0.050689
42300.000000,0.600000,0.212575,-1.426687,0.048697
43200.000000,0.600000,0.212575,-1.426687,0.046723
44100.000000,0.600000,0.212575,-1.426687,0.044767
45000.000000,0.600000,0.212575,-1.426687,0.042827
45900.000000,0.600000,0.212575,-1.426687,0.040903
46800.000000,0.600000,0.212575,-1.426687,0.038995
47700.000000,0.600000,0.212575,-1.426687,0.037101
48600.000000,0.600000,0.212575,-1.426687,0.035221
49500.000000,0.600000,0.212575,-1.426687,0.033354
50400.000000,0.600000,0.212575,-1.426687,0.031500
51300.000000,0.600000,0.212575,-1.426687,0.029658
52200.000000,0.600000,0.212575,-1.426687,0.027828
53100.000000,0.600000,0.212575,-1.426687,0.026010
54000.000000,0.600000,0.212575,-1.426687,0.024203
54900.000000,0.600000,0.212575,-1.426687,0.022406
55800.000000,0.600000,0.212575,-1.426687,0.020619
56700.000000,0.600000,0.212575,-1.426687,0.018842
57600.000000,0.600000,0.212575,-1.426687,0.017075
58500.000000,0.600000,0.212575,-1.426687,0.015317
59400.000000,0.600000,0.212575,-1.426687,0.013567
60300.000000,0.600000,0.212575,-1.426687,0.011827
61200.000000,0.600000,0.212575,-1.426687,0.010095
62100.000000,0.600000,0.212575,-1.426687,0.008371
63000.000000,0.600000,0.212575,-1.426687,0.006654
63900.000000,0.600000,0.212575,-1.426687,0.004946
64800.000000,0.600000,0.212575,-1.426687,0.003245
65700.000000,0.600000,0.212575,-1.426687,0.001551
66600.000000,0.600000,0.212575,-1.426687,0.000000
67500.000000,0.600000,0.212575,-1.426687,0.000000
68400.000000,0.600000,0.212575,-1.426687,0.000000
69300.000000,0.600000,0.212575,-1.426687,0.000000
70200.000000,0.600000,0.212575,-1.426687,0.000000
71100.000000,0.600000,0.212575,-1.426687,0.000000
72000.000000,0.600000,0.212575,-1.426687,0.000000
72900.000000,0.600000,0.212575,-1.426687,0.000000
73800.000000,0.600000,0.212575,-1.426687,0.000000
74700.000000,0.600000,0.212575,-1.426687,0.000000
75600.000000,0.600000,0.212575,-1.426687,0.000000
76500.000000,0.600000,0.212575,-1.426687,0.000000
77400.000000,0.600000,0.212575,-1.426687,0.000000
78300.000000,0.600000,0.212575,-1.426687,0.000000
79200.000000,0.600000,0.212575,-1.426687,0.000000
80100.000000,0.600000,0.212575,-1.426687,0.000000
81000.000000,0.600000,0.212575,-1.426687,0.000000
81900.000000,0.600000,0.212575,-1.426687,0.000000
82800.000000,0.600000,0.212575,-1.426687,0.000000
83700.000000,0.600000,0.212575,-1.426687,0.000000
84600.000000,0.600000,0.212575,-1.426687,0.000000
85500.000000,0.600000,0.212575,-1.426687,0.000000
86400.000000,0.600000,0.212575,-1.426687,0.000000
