Name,Group,Measured,Modelled,Res,Wt,WtMeas,WtMod,WtRes,SD,NatWt,
ten1,tensio,-2.508611,-2.528019,1.9408208E-02,1.000000,-2.508611,-2.528019,1.9408208E-02,0.3378667,2.959747,
ten2,tensio,-2.502870,-2.528019,2.5148736E-02,1.000000,-2.502870,-2.528019,2.5148736E-02,0.3378667,2.959747,
ten3,tensio,-2.502870,-2.528019,2.5148736E-02,1.000000,-2.502870,-2.528019,2.5148736E-02,0.3378667,2.959747,
ten4,tensio,-2.508611,-2.528019,1.9408208E-02,1.000000,-2.508611,-2.528019,1.9408208E-02,0.3378667,2.959747,
ten5,tensio,-2.508611,-2.528019,1.9408208E-02,1.000000,-2.508611,-2.528019,1.9408208E-02,0.3378667,2.959747,
ten6,tensio,-2.502870,-2.528019,2.5148736E-02,1.000000,-2.502870,-2.528019,2.5148736E-02,0.3378667,2.959747,
ten7,tensio,-2.508611,-2.528019,1.9408208E-02,1.000000,-2.508611,-2.528019,1.9408208E-02,0.3378667,2.959747,
ten8,tensio,-2.502870,-2.528019,2.5148736E-02,1.000000,-2.502870,-2.528019,2.5148736E-02,0.3378667,2.959747,
ten9,tensio,-2.502870,-2.528019,2.5148736E-02,1.000000,-2.502870,-2.528019,2.5148736E-02,0.3378667,2.959747,
ten10,tensio,-2.502870,-2.528019,2.5148736E-02,1.000000,-2.502870,-2.528019,2.5148736E-02,0.3378667,2.959747,
ten11,tensio,-2.502870,-2.528019,2.5148736E-02,1.000000,-2.502870,-2.528019,2.5148736E-02,0.3378667,2.959747,
ten12,tensio,-2.502870,-2.528019,2.5148736E-02,1.000000,-2.502870,-2.528019,2.5148736E-02,0.3378667,2.959747,
ten13,tensio,-2.502870,-2.528019,2.5148736E-02,1.000000,-2.502870,-2.528019,2.5148736E-02,0.3378667,2.959747,
ten14,tensio,-2.502870,-2.528019,2.5148736E-02,1.000000,-2.502870,-2.528019,2.5148736E-02,0.3378667,2.959747,
ten15,tensio,-2.171068,-2.528019,0.3569513,1.000000,-2.171068,-2.528019,0.3569513,0.3378667,2.959747,
ten16,tensio,-2.007463,-2.528019,0.5205563,1.000000,-2.007463,-2.528019,0.5205563,0.3378667,2.959747,
