Name,Group,Measured,Modelled,Res,Wt,WtMeas,WtMod,WtRes,SD,NatWt,
ten61,tensio,-1.063720,-1.054695,-9.0248622E-03,1.000000,-1.063720,-1.054695,-9.0248622E-03,103.6952,9.6436476E-03,
ten62,tensio,-1.068312,-1.060314,-7.9982847E-03,1.000000,-1.068312,-1.060314,-7.9982847E-03,103.6952,9.6436476E-03,
ten63,tensio,-1.072331,-1.063160,-9.1706544E-03,1.000000,-1.072331,-1.063160,-9.1706544E-03,103.6952,9.6436476E-03,
ten64,tensio,-1.075775,-1.068927,-6.8479713E-03,1.000000,-1.075775,-1.068927,-6.8479713E-03,103.6952,9.6436476E-03,
ten65,tensio,-1.078071,-1.071848,-6.2231826E-03,1.000000,-1.078071,-1.071848,-6.2231826E-03,103.6952,9.6436476E-03,
ten66,tensio,-1.082090,-1.077768,-4.3215522E-03,1.000000,-1.082090,-1.077768,-4.3215522E-03,103.6952,9.6436476E-03,
ten67,tensio,-1.085534,-1.080768,-4.7658691E-03,1.000000,-1.085534,-1.080768,-4.7658691E-03,103.6952,9.6436476E-03,
ten68,tensio,-1.088404,-1.083795,-4.6091332E-03,1.000000,-1.088404,-1.083795,-4.6091332E-03,103.6952,9.6436476E-03,
ten69,tensio,-1.091274,-1.086850,-4.4243972E-03,1.000000,-1.091274,-1.086850,-4.4243972E-03,103.6952,9.6436476E-03,
ten70,tensio,-1.092423,-1.093045,6.2249713E-04,1.000000,-1.092423,-1.093045,6.2249713E-04,103.6952,9.6436476E-03,
ten71,tensio,-1.097015,-1.096185,-8.2992537E-04,1.000000,-1.097015,-1.096185,-8.2992537E-04,103.6952,9.6436476E-03,
ten72,tensio,-1.100459,-1.099355,-1.1042422E-03,1.000000,-1.100459,-1.099355,-1.1042422E-03,103.6952,9.6436476E-03,
ten73,tensio,-1.102181,-1.102556,3.7459931E-04,1.000000,-1.102181,-1.102556,3.7459931E-04,103.6952,9.6436476E-03,
ten74,tensio,-1.105052,-1.105786,7.3433525E-04,1.000000,-1.105052,-1.105786,7.3433525E-04,103.6952,9.6436476E-03,
ten75,tensio,-1.107348,-1.109048,1.7001240E-03,1.000000,-1.107348,-1.109048,1.7001240E-03,103.6952,9.6436476E-03,
ten76,tensio,-1.109644,-1.112342,2.6979127E-03,1.000000,-1.109644,-1.112342,2.6979127E-03,103.6952,9.6436476E-03,
ten77,tensio,-1.113088,-1.115668,2.5795959E-03,1.000000,-1.113088,-1.115668,2.5795959E-03,103.6952,9.6436476E-03,
ten78,tensio,-1.114237,-1.119027,4.7904902E-03,1.000000,-1.114237,-1.119027,4.7904902E-03,103.6952,9.6436476E-03,
ten79,tensio,-1.117107,-1.122419,5.3122262E-03,1.000000,-1.117107,-1.122419,5.3122262E-03,103.6952,9.6436476E-03,
ten80,tensio,-1.120551,-1.125845,5.2939093E-03,1.000000,-1.120551,-1.125845,5.2939093E-03,103.6952,9.6436476E-03,
ten81,tensio,-1.122847,-1.129306,6.4586980E-03,1.000000,-1.122847,-1.129306,6.4586980E-03,103.6952,9.6436476E-03,
ten82,tensio,-1.125144,-1.132802,7.6584868E-03,1.000000,-1.125144,-1.132802,7.6584868E-03,103.6952,9.6436476E-03,
ten83,tensio,-1.128014,-1.132802,4.7882227E-03,1.000000,-1.128014,-1.132802,4.7882227E-03,103.6952,9.6436476E-03,
ten84,tensio,-1.130310,-1.136334,6.0240115E-03,1.000000,-1.130310,-1.136334,6.0240115E-03,103.6952,9.6436476E-03,
ten85,tensio,-1.131458,-1.139903,8.4449059E-03,1.000000,-1.131458,-1.139903,8.4449059E-03,103.6952,9.6436476E-03,
ten86,tensio,-1.135476,-1.143509,8.0325362E-03,1.000000,-1.135476,-1.143509,8.0325362E-03,103.6952,9.6436476E-03,
ten87,tensio,-1.137199,-1.147154,9.9553777E-03,1.000000,-1.137199,-1.147154,9.9553777E-03,103.6952,9.6436476E-03,
ten88,tensio,-1.137773,-1.147154,9.3813249E-03,1.000000,-1.137773,-1.147154,9.3813249E-03,103.6952,9.6436476E-03,
ten89,tensio,-1.139495,-1.150837,1.1342166E-02,1.000000,-1.139495,-1.150837,1.1342166E-02,103.6952,9.6436476E-03,
ten90,tensio,-1.142939,-1.154559,1.1619850E-02,1.000000,-1.142939,-1.154559,1.1619850E-02,103.6952,9.6436476E-03,
ten91,tensio,-1.144661,-1.158322,1.3660691E-02,1.000000,-1.144661,-1.158322,1.3660691E-02,103.6952,9.6436476E-03,
ten92,tensio,-1.146958,-1.158322,1.1364480E-02,1.000000,-1.146958,-1.158322,1.1364480E-02,103.6952,9.6436476E-03,
ten93,tensio,-1.148106,-1.162126,1.4020374E-02,1.000000,-1.148106,-1.162126,1.4020374E-02,103.6952,9.6436476E-03,
ten94,tensio,-1.150402,-1.165972,1.5570163E-02,1.000000,-1.150402,-1.165972,1.5570163E-02,103.6952,9.6436476E-03,
ten95,tensio,-1.157290,-1.165972,8.6815293E-03,1.000000,-1.157290,-1.165972,8.6815293E-03,103.6952,9.6436476E-03,
ten96,tensio,-1.153846,-1.169861,1.6014846E-02,1.000000,-1.153846,-1.169861,1.6014846E-02,103.6952,9.6436476E-03,
msbc25,surf,0.1000000,0.000000,0.1000000,10000.00,1000.000,0.000000,1000.000,1.0369520E-02,96.43648,
