Name,Group,Measured,Modelled,Res,Wt,WtMeas,WtMod,WtRes,SD,NatWt,
ten1,tensio,-1.107348,-1.028415,-7.8932876E-02,1.000000,-1.107348,-1.028415,-7.8932876E-02,0.1183027,8.452892,
ten2,tensio,-1.111366,-1.028415,-8.2951246E-02,1.000000,-1.111366,-1.028415,-8.2951246E-02,0.1183027,8.452892,
ten3,tensio,-1.114237,-1.028415,-8.5821510E-02,1.000000,-1.114237,-1.028415,-8.5821510E-02,0.1183027,8.452892,
ten4,tensio,-1.123995,-1.028415,-9.5580408E-02,1.000000,-1.123995,-1.028415,-9.5580408E-02,0.1183027,8.452892,
ten5,tensio,-1.122847,-1.028415,-9.4432302E-02,1.000000,-1.122847,-1.028415,-9.4432302E-02,0.1183027,8.452892,
ten6,tensio,-1.119403,-1.028415,-9.0987985E-02,1.000000,-1.119403,-1.028415,-9.0987985E-02,0.1183027,8.452892,
ten7,tensio,-1.126292,-1.028415,-9.7876619E-02,1.000000,-1.126292,-1.028415,-9.7876619E-02,0.1183027,8.452892,
ten8,tensio,-1.132606,-1.028415,-0.1041912,1.000000,-1.132606,-1.028415,-0.1041912,0.1183027,8.452892,
ten9,tensio,-1.133754,-1.028415,-0.1053393,1.000000,-1.133754,-1.028415,-0.1053393,0.1183027,8.452892,
ten10,tensio,-1.132032,-1.028415,-0.1036171,1.000000,-1.132032,-1.028415,-0.1036171,0.1183027,8.452892,
ten11,tensio,-1.125718,-1.028415,-9.7302566E-02,1.000000,-1.125718,-1.028415,-9.7302566E-02,0.1183027,8.452892,
ten12,tensio,-1.108496,-1.028415,-8.0080982E-02,1.000000,-1.108496,-1.028415,-8.0080982E-02,0.1183027,8.452892,
ten13,tensio,-1.145235,-1.028415,-0.1168204,1.000000,-1.145235,-1.028415,-0.1168204,0.1183027,8.452892,
ten14,tensio,-1.143513,-1.028415,-0.1150982,1.000000,-1.143513,-1.028415,-0.1150982,0.1183027,8.452892,
ten15,tensio,-1.094145,-1.028415,-6.5729661E-02,1.000000,-1.094145,-1.028415,-6.5729661E-02,0.1183027,8.452892,
ten16,tensio,-1.015499,-1.028415,1.2915574E-02,1.000000,-1.015499,-1.028415,1.2915574E-02,0.1183027,8.452892,
ten17,tensio,-0.9173364,-1.028415,0.1110786,1.000000,-0.9173364,-1.028415,0.1110786,0.1183027,8.452892,
ten18,tensio,-0.8185993,-1.028415,0.2098157,1.000000,-0.8185993,-1.028415,0.2098157,0.1183027,8.452892,
ten19,tensio,-0.7606200,-1.028415,0.2677950,1.000000,-0.7606200,-1.028415,0.2677950,0.1183027,8.452892,
ten20,tensio,-0.7416762,-1.028415,0.2867388,1.000000,-0.7416762,-1.028415,0.2867388,0.1183027,8.452892,
ten21,tensio,-0.7365098,-1.028415,0.2919052,1.000000,-0.7365098,-1.028415,0.2919052,0.1183027,8.452892,
ten22,tensio,-0.7445465,-1.028415,0.2838685,1.000000,-0.7445465,-1.028415,0.2838685,0.1183027,8.452892,
ten23,tensio,-0.7462687,-1.028415,0.2821463,1.000000,-0.7462687,-1.028415,0.2821463,0.1183027,8.452892,
ten24,tensio,-0.7560276,-1.028415,0.2723874,1.000000,-0.7560276,-1.028415,0.2723874,0.1183027,8.452892,
ten25,tensio,-0.7749713,-1.028415,0.2534437,1.000000,-0.7749713,-1.028415,0.2534437,0.1183027,8.452892,
ten26,tensio,-0.7916188,-1.028415,0.2367962,1.000000,-0.7916188,-1.028415,0.2367962,0.1183027,8.452892,
ten27,tensio,-0.8094145,-1.028415,0.2190005,1.000000,-0.8094145,-1.028415,0.2190005,0.1183027,8.452892,
ten28,tensio,-0.8254879,-1.028415,0.2029271,1.000000,-0.8254879,-1.028415,0.2029271,0.1183027,8.452892,
ten29,tensio,-0.8438576,-1.028415,0.1845574,1.000000,-0.8438576,-1.028415,0.1845574,0.1183027,8.452892,
ten30,tensio,-0.8605052,-1.028415,0.1679098,1.000000,-0.8605052,-1.028415,0.1679098,0.1183027,8.452892,
ten31,tensio,-0.8610792,-1.028415,0.1673358,1.000000,-0.8610792,-1.028415,0.1673358,0.1183027,8.452892,
ten32,tensio,-0.8805970,-1.028415,0.1478180,1.000000,-0.8805970,-1.028415,0.1478180,0.1183027,8.452892,
ten33,tensio,-0.9012629,-1.028415,0.1271521,1.000000,-0.9012629,-1.028415,0.1271521,0.1183027,8.452892,
ten34,tensio,-0.9184845,-1.028415,0.1099305,1.000000,-0.9184845,-1.028415,0.1099305,0.1183027,8.452892,
ten35,tensio,-0.9311137,-1.028415,9.7301338E-02,1.000000,-0.9311137,-1.028415,9.7301338E-02,0.1183027,8.452892,
ten36,tensio,-0.9420207,-1.028415,8.6394334E-02,1.000000,-0.9420207,-1.028415,8.6394334E-02,0.1183027,8.452892,
ten37,tensio,-0.9512055,-1.028415,7.7209489E-02,1.000000,-0.9512055,-1.028415,7.7209489E-02,0.1183027,8.452892,
ten38,tensio,-0.9626866,-1.028415,6.5728433E-02,1.000000,-0.9626866,-1.028415,6.5728433E-02,0.1183027,8.452892,
ten39,tensio,-0.9712974,-1.028415,5.7117641E-02,1.000000,-0.9712974,-1.028415,5.7117641E-02,0.1183027,8.452892,
ten40,tensio,-0.9799082,-1.028415,4.8506848E-02,1.000000,-0.9799082,-1.028415,4.8506848E-02,0.1183027,8.452892,
ten41,tensio,-0.9867968,-1.028415,4.1618215E-02,1.000000,-0.9867968,-1.028415,4.1618215E-02,0.1183027,8.452892,
ten42,tensio,-0.9936854,-1.028415,3.4729581E-02,1.000000,-0.9936854,-1.028415,3.4729581E-02,0.1183027,8.452892,
ten43,tensio,-1.000000,-1.028415,2.8415000E-02,1.000000,-1.000000,-1.028415,2.8415000E-02,0.1183027,8.452892,
ten44,tensio,-1.005166,-1.028415,2.3248525E-02,1.000000,-1.005166,-1.028415,2.3248525E-02,0.1183027,8.452892,
ten45,tensio,-1.011481,-1.028415,1.6933944E-02,1.000000,-1.011481,-1.028415,1.6933944E-02,0.1183027,8.452892,
ten46,tensio,-1.016648,-1.028415,1.1767468E-02,1.000000,-1.016648,-1.028415,1.1767468E-02,0.1183027,8.452892,
ten47,tensio,-1.022388,-1.028415,6.0269403E-03,1.000000,-1.022388,-1.028415,6.0269403E-03,0.1183027,8.452892,
ten48,tensio,-1.027555,-1.028415,8.6046498E-04,1.000000,-1.027555,-1.028415,8.6046498E-04,0.1183027,8.452892,
ten49,tensio,-1.031573,-1.028415,-3.1579047E-03,1.000000,-1.031573,-1.028415,-3.1579047E-03,0.1183027,8.452892,
ten50,tensio,-1.035591,-1.028415,-7.1762744E-03,1.000000,-1.035591,-1.028415,-7.1762744E-03,0.1183027,8.452892,
ten51,tensio,-1.040758,-1.028415,-1.2342750E-02,1.000000,-1.040758,-1.028415,-1.2342750E-02,0.1183027,8.452892,
ten52,tensio,-1.045350,-1.028415,-1.6935172E-02,1.000000,-1.045350,-1.028415,-1.6935172E-02,0.1183027,8.452892,
ten53,tensio,-1.046498,-1.028415,-1.8083278E-02,1.000000,-1.046498,-1.028415,-1.8083278E-02,0.1183027,8.452892,
ten54,tensio,-1.050517,-1.028415,-2.2101648E-02,1.000000,-1.050517,-1.028415,-2.2101648E-02,0.1183027,8.452892,
ten55,tensio,-1.055109,-1.028415,-2.6694070E-02,1.000000,-1.055109,-1.028415,-2.6694070E-02,0.1183027,8.452892,
ten56,tensio,-1.059127,-1.028415,-3.0712440E-02,1.000000,-1.059127,-1.028415,-3.0712440E-02,0.1183027,8.452892,
ten57,tensio,-1.062572,-1.028415,-3.4156757E-02,1.000000,-1.062572,-1.028415,-3.4156757E-02,0.1183027,8.452892,
ten58,tensio,-1.065442,-1.028415,-3.7027021E-02,1.000000,-1.065442,-1.028415,-3.7027021E-02,0.1183027,8.452892,
ten59,tensio,-1.068886,-1.028415,-4.0471338E-02,1.000000,-1.068886,-1.028415,-4.0471338E-02,0.1183027,8.452892,
ten60,tensio,-1.071183,-1.028415,-4.2767549E-02,1.000000,-1.071183,-1.028415,-4.2767549E-02,0.1183027,8.452892,
ten61,tensio,-1.072905,-1.028415,-4.4489707E-02,1.000000,-1.072905,-1.028415,-4.4489707E-02,0.1183027,8.452892,
ten62,tensio,-1.072905,-1.028415,-4.4489707E-02,1.000000,-1.072905,-1.028415,-4.4489707E-02,0.1183027,8.452892,
ten63,tensio,-1.075775,-1.028415,-4.7359971E-02,1.000000,-1.075775,-1.028415,-4.7359971E-02,0.1183027,8.452892,
ten64,tensio,-1.078071,-1.028415,-4.9656183E-02,1.000000,-1.078071,-1.028415,-4.9656183E-02,0.1183027,8.452892,
ten65,tensio,-1.082664,-1.028415,-5.4248605E-02,1.000000,-1.082664,-1.028415,-5.4248605E-02,0.1183027,8.452892,
ten66,tensio,-1.084386,-1.028415,-5.5970763E-02,1.000000,-1.084386,-1.028415,-5.5970763E-02,0.1183027,8.452892,
ten67,tensio,-1.090126,-1.028415,-6.1711292E-02,1.000000,-1.090126,-1.028415,-6.1711292E-02,0.1183027,8.452892,
ten68,tensio,-1.091848,-1.028415,-6.3433450E-02,1.000000,-1.091848,-1.028415,-6.3433450E-02,0.1183027,8.452892,
ten69,tensio,-1.095293,-1.028415,-6.6877767E-02,1.000000,-1.095293,-1.028415,-6.6877767E-02,0.1183027,8.452892,
ten70,tensio,-1.097589,-1.028415,-6.9173978E-02,1.000000,-1.097589,-1.028415,-6.9173978E-02,0.1183027,8.452892,
ten71,tensio,-1.100459,-1.028415,-7.2044242E-02,1.000000,-1.100459,-1.028415,-7.2044242E-02,0.1183027,8.452892,
ten72,tensio,-1.101033,-1.028415,-7.2618295E-02,1.000000,-1.101033,-1.028415,-7.2618295E-02,0.1183027,8.452892,
ten73,tensio,-1.102181,-1.028415,-7.3766401E-02,1.000000,-1.102181,-1.028415,-7.3766401E-02,0.1183027,8.452892,
ten74,tensio,-1.105052,-1.028415,-7.6636665E-02,1.000000,-1.105052,-1.028415,-7.6636665E-02,0.1183027,8.452892,
ten75,tensio,-1.106200,-1.028415,-7.7784770E-02,1.000000,-1.106200,-1.028415,-7.7784770E-02,0.1183027,8.452892,
ten76,tensio,-1.108496,-1.028415,-8.0080982E-02,1.000000,-1.108496,-1.028415,-8.0080982E-02,0.1183027,8.452892,
ten77,tensio,-1.111940,-1.028415,-8.3525299E-02,1.000000,-1.111940,-1.028415,-8.3525299E-02,0.1183027,8.452892,
ten78,tensio,-1.112514,-1.028415,-8.4099351E-02,1.000000,-1.112514,-1.028415,-8.4099351E-02,0.1183027,8.452892,
ten79,tensio,-1.114811,-1.028415,-8.6395563E-02,1.000000,-1.114811,-1.028415,-8.6395563E-02,0.1183027,8.452892,
ten80,tensio,-1.116533,-1.028415,-8.8117721E-02,1.000000,-1.116533,-1.028415,-8.8117721E-02,0.1183027,8.452892,
ten81,tensio,-1.119403,-1.028415,-9.0987985E-02,1.000000,-1.119403,-1.028415,-9.0987985E-02,0.1183027,8.452892,
ten82,tensio,-1.120551,-1.028415,-9.2136091E-02,1.000000,-1.120551,-1.028415,-9.2136091E-02,0.1183027,8.452892,
ten83,tensio,-1.123421,-1.028415,-9.5006355E-02,1.000000,-1.123421,-1.028415,-9.5006355E-02,0.1183027,8.452892,
ten84,tensio,-1.123995,-1.028415,-9.5580408E-02,1.000000,-1.123995,-1.028415,-9.5580408E-02,0.1183027,8.452892,
ten85,tensio,-1.125718,-1.028415,-9.7302566E-02,1.000000,-1.125718,-1.028415,-9.7302566E-02,0.1183027,8.452892,
ten86,tensio,-1.127440,-1.028415,-9.9024724E-02,1.000000,-1.127440,-1.028415,-9.9024724E-02,0.1183027,8.452892,
ten87,tensio,-1.128014,-1.028415,-9.9598777E-02,1.000000,-1.128014,-1.028415,-9.9598777E-02,0.1183027,8.452892,
ten88,tensio,-1.128014,-1.028415,-9.9598777E-02,1.000000,-1.128014,-1.028415,-9.9598777E-02,0.1183027,8.452892,
ten89,tensio,-1.126292,-1.028415,-9.7876619E-02,1.000000,-1.126292,-1.028415,-9.7876619E-02,0.1183027,8.452892,
ten90,tensio,-1.126292,-1.028415,-9.7876619E-02,1.000000,-1.126292,-1.028415,-9.7876619E-02,0.1183027,8.452892,
ten91,tensio,-1.122847,-1.028415,-9.4432302E-02,1.000000,-1.122847,-1.028415,-9.4432302E-02,0.1183027,8.452892,
ten92,tensio,-1.123421,-1.028415,-9.5006355E-02,1.000000,-1.123421,-1.028415,-9.5006355E-02,0.1183027,8.452892,
ten93,tensio,-1.114237,-1.028415,-8.5821510E-02,1.000000,-1.114237,-1.028415,-8.5821510E-02,0.1183027,8.452892,
ten94,tensio,-1.094719,-1.028415,-6.6303714E-02,1.000000,-1.094719,-1.028415,-6.6303714E-02,0.1183027,8.452892,
ten95,tensio,-1.083238,-1.028415,-5.4822658E-02,1.000000,-1.083238,-1.028415,-5.4822658E-02,0.1183027,8.452892,
ten96,tensio,-1.089552,-1.028415,-6.1137239E-02,1.000000,-1.089552,-1.028415,-6.1137239E-02,0.1183027,8.452892,
