Name,Group,Measured,Modelled,Res,Wt,WtMeas,WtMod,WtRes,SD,NatWt,
ten1,tensio,-1.111940,-1.006376,-0.1055643,1.000000,-1.111940,-1.006376,-0.1055643,0.1304633,7.664992,
ten2,tensio,-1.111366,-1.006376,-0.1049902,1.000000,-1.111366,-1.006376,-0.1049902,0.1304633,7.664992,
ten3,tensio,-1.101607,-1.006376,-9.5231348E-02,1.000000,-1.101607,-1.006376,-9.5231348E-02,0.1304633,7.664992,
ten4,tensio,-1.102181,-1.006376,-9.5805401E-02,1.000000,-1.102181,-1.006376,-9.5805401E-02,0.1304633,7.664992,
ten5,tensio,-1.102755,-1.006376,-9.6379453E-02,1.000000,-1.102755,-1.006376,-9.6379453E-02,0.1304633,7.664992,
ten6,tensio,-1.107922,-1.006376,-0.1015459,1.000000,-1.107922,-1.006376,-0.1015459,0.1304633,7.664992,
ten7,tensio,-1.109070,-1.006376,-0.1026940,1.000000,-1.109070,-1.006376,-0.1026940,0.1304633,7.664992,
ten8,tensio,-1.119977,-1.006376,-0.1136010,1.000000,-1.119977,-1.006376,-0.1136010,0.1304633,7.664992,
ten9,tensio,-1.118255,-1.006376,-0.1118789,1.000000,-1.118255,-1.006376,-0.1118789,0.1304633,7.664992,
ten10,tensio,-1.117107,-1.006376,-0.1107308,1.000000,-1.117107,-1.006376,-0.1107308,0.1304633,7.664992,
ten11,tensio,-1.115959,-1.006376,-0.1095827,1.000000,-1.115959,-1.006376,-0.1095827,0.1304633,7.664992,
ten12,tensio,-1.114811,-1.006376,-0.1084346,1.000000,-1.114811,-1.006376,-0.1084346,0.1304633,7.664992,
ten13,tensio,-1.114811,-1.006376,-0.1084346,1.000000,-1.114811,-1.006376,-0.1084346,0.1304633,7.664992,
ten14,tensio,-1.102181,-1.006376,-9.5805401E-02,1.000000,-1.102181,-1.006376,-9.5805401E-02,0.1304633,7.664992,
ten15,tensio,-1.013777,-1.006376,-7.4012675E-03,1.000000,-1.013777,-1.006376,-7.4012675E-03,0.1304633,7.664992,
ten16,tensio,-0.8685419,-1.006376,0.1378341,1.000000,-0.8685419,-1.006376,0.1378341,0.1304633,7.664992,
ten17,tensio,-0.7870264,-1.006376,0.2193496,1.000000,-0.7870264,-1.006376,0.2193496,0.1304633,7.664992,
ten18,tensio,-0.7554535,-1.006376,0.2509225,1.000000,-0.7554535,-1.006376,0.2509225,0.1304633,7.664992,
ten19,tensio,-0.7479908,-1.006376,0.2583852,1.000000,-0.7479908,-1.006376,0.2583852,0.1304633,7.664992,
