Name,Group,Measured,Modelled,Res,Wt,WtMeas,WtMod,WtRes,SD,NatWt,
ten1,tensio,-1.465557,-1.516413,5.0856169E-02,1.000000,-1.465557,-1.516413,5.0856169E-02,82.95616,1.2054560E-02,
ten2,tensio,-1.464409,-1.516413,5.2004274E-02,1.000000,-1.464409,-1.516413,5.2004274E-02,82.95616,1.2054560E-02,
ten3,tensio,-1.459816,-1.516413,5.6596697E-02,1.000000,-1.459816,-1.516413,5.6596697E-02,82.95616,1.2054560E-02,
ten4,tensio,-1.457520,-1.516413,5.8892908E-02,1.000000,-1.457520,-1.516413,5.8892908E-02,82.95616,1.2054560E-02,
ten5,tensio,-1.456946,-1.516413,5.9466961E-02,1.000000,-1.456946,-1.516413,5.9466961E-02,82.95616,1.2054560E-02,
ten6,tensio,-1.463261,-1.516413,5.3152380E-02,1.000000,-1.463261,-1.516413,5.3152380E-02,82.95616,1.2054560E-02,
ten7,tensio,-1.463261,-1.516413,5.3152380E-02,1.000000,-1.463261,-1.516413,5.3152380E-02,82.95616,1.2054560E-02,
ten8,tensio,-1.459816,-1.516413,5.6596697E-02,1.000000,-1.459816,-1.516413,5.6596697E-02,82.95616,1.2054560E-02,
ten9,tensio,-1.463835,-1.516413,5.2578327E-02,1.000000,-1.463835,-1.516413,5.2578327E-02,82.95616,1.2054560E-02,
ten10,tensio,-1.454650,-1.516413,6.1763172E-02,1.000000,-1.454650,-1.516413,6.1763172E-02,82.95616,1.2054560E-02,
ten11,tensio,-1.450057,-1.516413,6.6355595E-02,1.000000,-1.450057,-1.516413,6.6355595E-02,82.95616,1.2054560E-02,
ten12,tensio,-1.448909,-1.516413,6.7503700E-02,1.000000,-1.448909,-1.516413,6.7503700E-02,82.95616,1.2054560E-02,
ten13,tensio,-1.444891,-1.516413,7.1522070E-02,1.000000,-1.444891,-1.516413,7.1522070E-02,82.95616,1.2054560E-02,
ten14,tensio,-1.450057,-1.516413,6.6355595E-02,1.000000,-1.450057,-1.516413,6.6355595E-02,82.95616,1.2054560E-02,
ten15,tensio,-1.445465,-1.516413,7.0948017E-02,1.000000,-1.445465,-1.516413,7.0948017E-02,82.95616,1.2054560E-02,
ten16,tensio,-1.444317,-1.516413,7.2096123E-02,1.000000,-1.444317,-1.516413,7.2096123E-02,82.95616,1.2054560E-02,
ten17,tensio,-1.446613,-1.516413,6.9799912E-02,1.000000,-1.446613,-1.516413,6.9799912E-02,82.95616,1.2054560E-02,
ten18,tensio,-1.440299,-1.516413,7.6114493E-02,1.000000,-1.440299,-1.516413,7.6114493E-02,82.95616,1.2054560E-02,
ten19,tensio,-1.432262,-1.516413,8.4151232E-02,1.000000,-1.432262,-1.516413,8.4151232E-02,82.95616,1.2054560E-02,
ten20,tensio,-1.427669,-1.516413,8.8743654E-02,1.000000,-1.427669,-1.516413,8.8743654E-02,82.95616,1.2054560E-02,
ten21,tensio,-1.401263,-1.516413,0.1151501,1.000000,-1.401263,-1.516413,0.1151501,82.95616,1.2054560E-02,
ten22,tensio,-1.290471,-1.319780,2.9309277E-02,1.000000,-1.290471,-1.319780,2.9309277E-02,82.95616,1.2054560E-02,
ten23,tensio,-1.000574,-0.7998200,-0.2007541,1.000000,-1.000574,-0.7998200,-0.2007541,82.95616,1.2054560E-02,
